user,computadores_distintos,total_logons,total_logoffs,computador_mais_usado,hora_logon_mais_comum,hora_logoff_mais_comum,logons_fim_de_semana,logons_dias_uteis,logons_fora_horario_comercial,logons_em_horario_comercial,logons_janela_acesso,proporcao_pc_mais_usado,pcs_distintos_dispositivo,total_atividades_dispositivo,connect_fora_horario_comercial,connect_em_horario_comercial,connect_fim_de_semana,connect_dias_uteis,connect_janela_acesso,total_connect_dispositivo,total_disconnect_dispositivo,conexoes_sem_desconexao,sites_distintos_visitados,total_acessos_http,acessos_fora_horario_comercial,acessos_em_horario_comercial,acessos_fim_de_semana,acessos_janela_acesso,visita_sites_compras,visita_sites_noticias,visita_sites_entretenimento,tamanho_medio_urls,termos_sensiveis_detectados,tamanho_medio_conteudo,diferenca_acessos_fora_dentro,risco,origem
1871,0,1,1,1448,1,2,0,1,0,9,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
16,0,0,0,1158,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1180,0,6,0,257,1,3,0,6,0,14,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1615,0,5,1,1719,2,5,2,3,0,11,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
992,0,0,0,355,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
785,0,0,0,1156,2,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1935,0,0,0,1747,1,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1644,0,0,0,811,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1548,0,7,0,315,2,5,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
508,1,8,2,538,1,5,0,8,1,15,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1684,0,6,0,1398,1,4,0,6,0,14,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1286,0,2,1,477,0,3,0,2,3,7,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
550,0,7,0,997,2,4,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1865,0,0,1,1093,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1908,0,3,0,1716,2,5,0,3,0,11,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
692,0,0,1,1560,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
332,0,0,0,1643,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1232,0,74,79,1269,1,4,0,70,0,102,0,327,0,0,0,0,0,0,0,0,0,0,11,13,0,17,0,0,0,0,7,5,0,6,760,Baixo,sintetico
1359,0,0,1,1523,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
735,0,3,1,1750,1,3,0,3,0,11,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
46,0,139,120,591,1,3,0,134,0,170,0,256,0,0,0,0,0,0,0,0,0,0,42,67,0,70,0,0,0,4,25,901,0,530,707,Baixo,sintetico
66,0,8,1,1395,1,2,0,8,0,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
992,0,0,1,942,0,2,0,0,9,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
473,0,0,0,1691,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1146,0,0,0,1063,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1913,0,0,1,1043,1,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
383,0,0,0,1352,0,4,0,0,8,1,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1675,0,0,0,1778,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
210,0,0,0,65,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1828,0,89,96,528,1,4,0,85,0,122,0,327,0,0,0,0,0,0,0,0,0,0,93,149,0,154,0,0,0,9,39,694,0,312,626,Baixo,sintetico
1842,0,0,0,945,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
612,0,0,0,539,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
543,0,2,1,58,1,3,0,2,0,10,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1857,0,0,0,325,1,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1139,0,9,3,1153,1,4,3,6,0,14,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1863,0,0,0,920,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1363,0,0,0,96,1,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1891,0,0,1,1019,1,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
123,0,192,103,462,1,4,0,170,0,212,0,306,0,0,0,0,0,0,0,0,0,0,60,93,0,98,0,0,0,4,22,966,0,91,681,Baixo,sintetico
419,0,0,0,423,2,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
543,0,0,0,1453,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
323,0,0,0,266,2,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1931,0,5,1,891,2,4,0,5,0,13,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1127,0,0,1,1356,1,1,0,0,0,8,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
284,0,0,1,81,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1137,0,0,0,1645,1,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
184,0,0,0,218,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
220,0,3,1,1106,1,3,0,3,0,11,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1532,0,2,0,1191,2,6,0,2,0,10,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
573,0,91,97,1399,1,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,9,11,0,11,0,0,0,3,5,964,0,978,766,Baixo,sintetico
1092,0,7,0,635,2,5,1,6,0,14,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1823,0,0,0,64,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
32,0,0,0,1068,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1915,0,0,0,147,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1895,0,0,0,1089,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1279,0,0,1,455,0,3,0,0,4,4,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
657,0,2,0,391,2,4,0,2,0,10,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
574,0,5,1,140,2,3,0,5,0,13,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
992,0,0,1,342,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1355,0,0,0,159,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
698,1,9,3,1638,0,5,0,9,12,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1519,0,0,0,716,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
541,0,0,0,1004,0,4,0,0,6,2,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
869,1,10,2,533,0,2,0,10,8,10,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1333,0,0,0,539,1,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
145,0,0,0,1711,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
833,0,0,0,755,1,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
144,0,1,0,375,2,5,0,1,0,9,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1191,0,0,1,216,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
111,0,0,0,172,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
837,1,2,2,1259,1,2,0,2,0,10,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1807,0,3,1,972,1,4,0,3,0,11,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1020,0,171,97,1026,1,4,0,152,0,193,0,327,0,0,0,0,0,0,0,0,0,0,86,110,0,116,0,0,0,4,14,927,0,36,664,Baixo,sintetico
1539,0,2,0,340,1,3,0,2,0,10,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1052,0,0,1,1439,1,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1516,0,0,0,922,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1093,0,0,1,718,1,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
51,0,3,1,1384,1,3,0,3,0,11,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
890,0,0,1,1771,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
369,0,0,0,778,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1473,0,0,1,375,1,1,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1513,0,3,4,1116,2,4,2,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1545,0,5,0,1148,2,5,0,5,0,13,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
204,0,6,0,1548,2,5,0,6,0,14,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1216,0,0,0,928,0,5,0,0,5,3,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1812,0,4,1,704,1,2,0,4,0,12,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
889,0,0,1,1553,0,2,0,0,7,2,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
272,0,0,1,910,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1074,0,0,1,1747,1,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1377,0,3,1,867,1,3,0,3,0,10,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
918,0,8,1,403,2,4,0,8,0,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1370,0,0,0,351,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1945,0,0,0,1700,1,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
802,0,0,0,978,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
490,0,5,1,1096,1,5,2,2,0,10,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1467,0,91,97,1017,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,68,71,0,75,0,0,0,0,12,42,0,837,703,Baixo,sintetico
1309,0,0,0,305,1,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1925,0,5,1,1445,1,2,0,5,0,13,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
690,0,4,1,550,2,4,0,4,0,12,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1321,0,1,0,1422,1,6,0,1,0,9,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1891,0,0,0,1087,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
509,0,0,0,296,0,4,0,0,2,6,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1626,0,2,1,1423,1,6,0,2,0,10,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
183,0,2,0,1521,2,5,0,2,0,10,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1364,0,0,0,245,1,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
192,0,0,1,472,1,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
405,0,0,0,380,0,4,0,0,5,3,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1405,0,0,0,765,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
134,0,0,1,1749,1,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
67,1,8,3,1592,1,3,0,8,0,16,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
515,0,0,0,353,0,4,0,0,9,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
937,0,0,0,1222,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1822,0,0,1,1553,2,4,0,0,0,8,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1394,0,0,0,200,0,1,0,0,1,6,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
751,0,0,0,608,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1804,0,0,1,1470,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1779,0,0,0,738,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
407,0,3,0,1174,0,5,0,3,5,7,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1358,0,3,0,744,0,5,0,3,5,6,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1650,0,0,0,399,2,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
256,0,0,0,603,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
513,1,13,4,611,2,5,3,10,0,18,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
44,0,0,0,1052,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
950,0,3,1,1144,2,4,0,2,0,10,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
813,0,0,0,4,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1273,0,0,1,1409,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1717,0,80,86,923,2,4,0,77,0,110,0,327,0,0,0,0,0,0,0,0,0,0,81,117,0,122,0,0,0,6,33,159,0,56,657,Baixo,sintetico
628,0,97,97,1092,1,4,0,92,0,130,0,327,0,0,0,0,0,0,0,0,0,0,95,120,0,125,0,0,0,3,25,794,0,90,655,Baixo,sintetico
1378,0,0,0,344,2,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
825,0,0,0,1372,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1613,0,8,2,1584,1,2,0,8,0,16,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
279,0,0,0,410,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
576,0,0,0,1031,1,5,0,0,4,4,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1255,0,0,0,1195,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
418,0,91,97,1194,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,59,56,0,59,0,0,0,2,6,362,0,756,717,Baixo,sintetico
1899,0,0,0,1083,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
808,0,0,0,126,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1581,0,0,1,337,2,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1529,0,0,1,554,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
925,0,7,0,634,1,5,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1295,0,0,0,331,1,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1312,0,0,0,546,2,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1308,0,1,0,301,1,4,0,1,0,9,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
796,0,0,0,685,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1915,0,0,0,137,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1539,0,0,0,1071,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1285,0,8,1,1390,1,4,0,8,0,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
377,0,0,1,867,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
553,0,0,0,783,0,5,0,0,8,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
836,0,0,0,772,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1740,0,0,0,1536,2,6,0,0,0,8,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
664,0,2,0,1367,1,5,0,2,0,10,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1731,0,98,83,689,1,3,0,95,0,133,0,327,0,0,0,0,0,0,0,0,0,0,68,88,0,92,0,0,0,4,24,883,0,746,686,Baixo,sintetico
992,0,0,1,952,0,2,0,0,7,2,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
610,0,0,1,905,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
840,0,0,0,956,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
725,0,4,2,502,2,3,1,2,0,10,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1026,0,0,0,1365,0,4,0,0,7,1,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1676,0,0,0,448,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
715,1,10,2,1553,2,5,0,10,1,17,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1649,0,0,0,1755,1,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1112,0,2,1,1652,1,2,0,2,0,10,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
1634,0,7,0,1619,1,4,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,sintetico
