user,computadores_distintos,total_logons,total_logoffs,computador_mais_usado,hora_logon_mais_comum,hora_logoff_mais_comum,logons_fim_de_semana,logons_dias_uteis,logons_fora_horario_comercial,logons_em_horario_comercial,logons_janela_acesso,proporcao_pc_mais_usado,pcs_distintos_dispositivo,total_atividades_dispositivo,connect_fora_horario_comercial,connect_em_horario_comercial,connect_fim_de_semana,connect_dias_uteis,connect_janela_acesso,total_connect_dispositivo,total_disconnect_dispositivo,conexoes_sem_desconexao,sites_distintos_visitados,total_acessos_http,acessos_fora_horario_comercial,acessos_em_horario_comercial,acessos_fim_de_semana,acessos_janela_acesso,visita_sites_compras,visita_sites_noticias,visita_sites_entretenimento,tamanho_medio_urls,termos_sensiveis_detectados,tamanho_medio_conteudo,diferenca_acessos_fora_dentro
OHQ0406,1,345,345,PC-6145,7,18,0,345,0,345,0,1.0,,,,,,,,,,,118.0,139.0,0.0,139.0,0.0,0.0,2.0,1.0,10.0,51.776978417266186,0.0,410.68345323741005,-139.0
OJB0082,1,345,345,PC-1904,9,19,0,345,0,345,0,1.0,,,,,,,,,,,333.0,728.0,35.0,693.0,0.0,35.0,10.0,4.0,90.0,51.5,0.0,404.21016483516485,-658.0
OJB0210,53,78,70,PC-6715,8,18,6,72,40,32,12,0.20270270270270271,,,,,,,,,,,,,,,,,,,,,,,
OJB0609,1,10,9,PC-9420,6,18,0,10,10,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
OKC0525,2,735,460,PC-0771,8,17,0,735,1,734,1,0.8075313807531381,,,,,,,,,,,947.0,4815.0,0.0,4815.0,0.0,0.0,51.0,104.0,368.0,52.21204569055036,0.0,409.5865005192108,-4815.0
OKJ0717,2,21,14,PC-5818,7,14,0,21,0,21,0,0.7714285714285715,1.0,819.0,0.0,819.0,0.0,819.0,0.0,819.0,398.0,421.0,,,,,,,,,,,,,
OLM0165,1,345,345,PC-0222,7,16,0,345,0,345,0,1.0,,,,,,,,,,,490.0,1865.0,0.0,1865.0,0.0,0.0,31.0,30.0,287.0,52.24182305630027,0.0,410.4171581769437,-1865.0
OMA0668,1,345,345,PC-5907,7,16,0,345,0,345,0,1.0,,,,,,,,,,,325.0,628.0,0.0,628.0,0.0,0.0,3.0,11.0,76.0,52.87420382165605,0.0,406.8216560509554,-628.0
OMB0010,3,21,15,PC-1997,7,16,0,21,3,18,2,0.8333333333333334,1.0,5906.0,334.0,5554.0,18.0,5888.0,55.0,5906.0,2937.0,2969.0,,,,,,,,,,,,,
OMS0131,1,345,345,PC-4556,9,17,0,345,0,345,0,1.0,,,,,,,,,,,467.0,1583.0,0.0,1583.0,0.0,0.0,8.0,27.0,221.0,52.544535691724576,0.0,405.9917877447884,-1583.0
OOB0432,1,620,345,PC-8502,7,16,0,620,0,620,0,1.0,,,,,,,,,,,58.0,62.0,0.0,62.0,0.0,0.0,1.0,3.0,4.0,54.33870967741935,0.0,396.96774193548384,-62.0
OPR0416,1,345,345,PC-3160,7,16,0,345,0,345,0,1.0,,,,,,,,,,,112.0,139.0,0.0,139.0,0.0,0.0,3.0,2.0,11.0,52.43884892086331,1.0,408.9424460431655,-139.0
ORC0489,1,345,345,PC-1184,9,19,0,345,0,345,0,1.0,,,,,,,,,,,660.0,1760.0,22.0,1738.0,0.0,22.0,23.0,26.0,164.0,52.11363636363637,1.0,406.9085227272727,-1716.0
ORC0907,2,18,10,PC-1583,8,18,0,18,0,18,0,0.9285714285714286,1.0,5885.0,0.0,5885.0,0.0,5885.0,0.0,5885.0,2923.0,2962.0,,,,,,,,,,,,,
OSB0976,1,62,62,PC-7141,9,17,0,62,0,62,0,1.0,,,,,,,,,,,465.0,1629.0,0.0,1629.0,0.0,0.0,14.0,17.0,244.0,52.2829957028852,1.0,406.2001227747084,-1629.0
OST0939,1,345,345,PC-2135,8,17,0,345,0,345,0,1.0,,,,,,,,,,,529.0,2085.0,0.0,2085.0,0.0,0.0,21.0,22.0,293.0,52.58033573141487,0.0,409.6853717026379,-2085.0
OTR0716,1,18,12,PC-8395,7,14,3,15,0,15,0,1.0,1.0,1653.0,0.0,1361.0,292.0,1361.0,0.0,1653.0,808.0,845.0,,,,,,,,,,,,,
OTW0674,1,23,12,PC-1928,7,17,4,19,0,19,0,1.0,1.0,284.0,0.0,256.0,28.0,256.0,0.0,284.0,136.0,148.0,,,,,,,,,,,,,
OUS0309,1,345,345,PC-7219,7,16,0,345,0,345,0,1.0,,,,,,,,,,,630.0,1614.0,0.0,1614.0,0.0,0.0,17.0,36.0,146.0,52.465923172242874,0.0,406.59541511771994,-1614.0
OVC0758,2,23,12,PC-5834,8,20,0,23,0,23,0,0.8285714285714286,1.0,737.0,119.0,618.0,0.0,737.0,119.0,737.0,358.0,379.0,,,,,,,,,,,,,
OVW0244,1,345,345,PC-2969,9,19,0,345,0,345,0,1.0,,,,,,,,,,,234.0,595.0,31.0,564.0,0.0,31.0,2.0,20.0,74.0,53.66890756302521,0.0,406.93277310924367,-533.0
PAM0615,3,62,38,PC-3559,7,18,0,62,0,62,0,0.9,,,,,,,,,,,421.0,986.0,0.0,986.0,0.0,0.0,7.0,14.0,112.0,52.93103448275862,0.0,406.1450304259635,-986.0
PAS0349,2,259,152,PC-6612,7,16,0,259,0,259,0,0.9562043795620438,1.0,2441.0,0.0,2441.0,0.0,2441.0,0.0,2441.0,1214.0,1227.0,238.0,466.0,0.0,466.0,0.0,0.0,4.0,12.0,48.0,54.17167381974249,0.0,401.2575107296137,-466.0
PAS0925,2,17,11,PC-1736,7,17,0,17,1,16,1,0.9285714285714286,1.0,273.0,0.0,273.0,0.0,273.0,0.0,273.0,133.0,140.0,,,,,,,,,,,,,
PAW0040,777,2151,2151,PC-0488,7,15,0,2151,1366,785,393,0.1603905160390516,,,,,,,,,,,166.0,271.0,0.0,271.0,0.0,0.0,3.0,1.0,32.0,52.867158671586715,0.0,408.7232472324723,-271.0
PBB0840,1,10,9,PC-6212,8,19,0,10,0,10,0,1.0,1.0,5448.0,125.0,5323.0,0.0,5448.0,125.0,5448.0,2706.0,2742.0,,,,,,,,,,,,,
PBG0948,1,19,11,PC-2393,6,16,0,19,11,8,0,1.0,1.0,741.0,33.0,702.0,6.0,735.0,4.0,741.0,360.0,381.0,,,,,,,,,,,,,
PBS0418,1,345,345,PC-8663,7,16,0,345,0,345,0,1.0,,,,,,,,,,,332.0,524.0,0.0,524.0,0.0,0.0,2.0,18.0,34.0,52.86259541984733,1.0,403.4828244274809,-524.0
PBZ0211,51,60,59,PC-1162,8,18,0,60,40,20,8,0.15966386554621848,,,,,,,,,,,,,,,,,,,,,,,
PCA0702,1,10,10,PC-2263,7,14,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
PCG0729,1,15,15,PC-6261,8,17,4,11,0,11,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
PCL0813,1,345,345,PC-4621,8,15,0,345,0,345,0,1.0,,,,,,,,,,,712.0,3321.0,0.0,3321.0,0.0,0.0,45.0,87.0,305.0,53.073772959951825,2.0,411.35953026196927,-3321.0
PCM0369,1,473,473,PC-2094,7,18,128,345,0,345,0,1.0,1.0,8085.0,0.0,5887.0,2198.0,5887.0,0.0,8085.0,4017.0,4068.0,284.0,603.0,0.0,484.0,119.0,0.0,4.0,12.0,64.0,52.92205638474295,1.0,413.08623548922054,-484.0
PCV0914,1,10,10,PC-3805,7,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
PDB0903,1,345,345,PC-4639,8,19,0,345,0,345,0,1.0,,,,,,,,,,,269.0,701.0,53.0,648.0,0.0,53.0,3.0,3.0,101.0,52.621968616262485,1.0,406.18972895863055,-595.0
PDD0188,1,345,345,PC-0479,8,17,0,345,0,345,0,1.0,,,,,,,,,,,54.0,59.0,0.0,59.0,0.0,0.0,1.0,0.0,5.0,51.66101694915254,0.0,421.6101694915254,-59.0
PDH0697,1,388,388,PC-8818,7,14,3,385,185,200,6,1.0,,,,,,,,,,,327.0,655.0,17.0,638.0,0.0,9.0,2.0,16.0,54.0,53.157251908396944,0.0,405.4824427480916,-621.0
PGK0085,1,345,345,PC-8357,7,18,0,345,0,345,0,1.0,,,,,,,,,,,425.0,1226.0,0.0,1226.0,0.0,0.0,11.0,24.0,184.0,52.398858075040785,0.0,409.2430668841762,-1226.0
PHH0717,1,874,487,PC-8067,7,15,256,618,165,453,0,1.0,,,,,,,,,,,357.0,657.0,3.0,499.0,155.0,0.0,7.0,13.0,58.0,51.80213089802131,1.0,405.1993911719939,-496.0
PHL0633,1,614,345,PC-8679,7,16,0,614,0,614,0,1.0,,,,,,,,,,,672.0,1820.0,0.0,1820.0,0.0,0.0,19.0,37.0,149.0,52.15,1.0,408.73571428571427,-1820.0
PHP0193,1,345,345,PC-0470,8,16,0,345,0,345,0,1.0,,,,,,,,,,,166.0,306.0,0.0,306.0,0.0,0.0,1.0,5.0,43.0,52.532679738562095,1.0,413.01307189542484,-306.0
PIB0855,1,113,113,PC-1578,8,18,0,113,0,113,0,1.0,,,,,,,,,,,515.0,1815.0,0.0,1815.0,0.0,0.0,8.0,37.0,182.0,52.87548209366391,2.0,406.68595041322317,-1815.0
PJB0279,1,10,9,PC-0582,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
PJC0158,2,20,14,PC-7371,8,17,0,20,1,19,1,0.7647058823529411,1.0,1347.0,0.0,1347.0,0.0,1347.0,0.0,1347.0,656.0,691.0,,,,,,,,,,,,,
PJE0714,1,159,159,PC-1201,7,15,0,159,70,89,0,1.0,,,,,,,,,,,246.0,411.0,0.0,411.0,0.0,0.0,4.0,4.0,26.0,52.710462287104626,0.0,406.35036496350364,-411.0
PJT0971,1,21,12,PC-4230,8,16,2,19,0,19,0,1.0,1.0,802.0,0.0,707.0,95.0,707.0,0.0,802.0,391.0,411.0,,,,,,,,,,,,,
PJY0906,1,345,345,PC-6298,8,19,0,345,0,345,0,1.0,,,,,,,,,,,124.0,211.0,8.0,203.0,0.0,8.0,3.0,2.0,24.0,52.691943127962084,0.0,407.13270142180096,-195.0
PNB0084,1,10,10,PC-4080,8,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
PNC0141,1,622,345,PC-0500,7,19,0,622,0,622,0,1.0,,,,,,,,,,,422.0,1003.0,50.0,953.0,0.0,50.0,10.0,19.0,139.0,51.52442671984048,1.0,407.80259222333,-903.0
POH0119,3,717,440,PC-1857,9,17,0,717,1,716,1,0.8357821953327571,,,,,,,,,,,197.0,398.0,0.0,398.0,0.0,0.0,5.0,6.0,54.0,52.836683417085425,0.0,409.5854271356784,-398.0
PPR0402,1,345,345,PC-8188,8,18,0,345,0,345,0,1.0,,,,,,,,,,,54.0,72.0,0.0,72.0,0.0,0.0,0.0,1.0,5.0,55.763888888888886,0.0,411.125,-72.0
PQC0061,1,10,10,PC-6530,7,15,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
PQS0960,1,10,10,PC-7182,6,15,0,10,10,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
PRM0153,1,345,345,PC-1510,8,17,0,345,0,345,0,1.0,,,,,,,,,,,276.0,612.0,0.0,612.0,0.0,0.0,9.0,10.0,114.0,51.754901960784316,1.0,408.97058823529414,-612.0
PRM0173,1,10,9,PC-6547,9,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
PSN0949,1,10,10,PC-3182,7,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
PSP0955,1,10,10,PC-2438,8,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
PSS0935,1,345,345,PC-1115,8,17,0,345,0,345,0,1.0,,,,,,,,,,,200.0,409.0,0.0,409.0,0.0,0.0,5.0,1.0,54.0,51.81907090464548,0.0,409.6283618581907,-409.0
PTA0303,1,345,345,PC-1838,7,16,0,345,0,345,0,1.0,,,,,,,,,,,653.0,1798.0,0.0,1798.0,0.0,0.0,14.0,30.0,158.0,52.340934371523915,0.0,407.73192436040046,-1798.0
PTH0527,1,10,10,PC-6402,7,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
PTM0966,1,84,84,PC-5326,9,17,0,84,0,84,0,1.0,,,,,,,,,,,386.0,1343.0,0.0,1343.0,0.0,0.0,16.0,9.0,190.0,52.55696202531646,1.0,410.1921072226359,-1343.0
PTS0352,1,10,9,PC-4743,7,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
PUH0301,1,10,9,PC-3426,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
PWL0419,1,10,10,PC-0120,7,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
PYM0419,3,719,459,PC-5894,7,16,0,719,1,718,1,0.8064516129032258,,,,,,,,,,,230.0,399.0,0.0,399.0,0.0,0.0,4.0,8.0,30.0,53.18295739348371,0.0,409.21303258145366,-399.0
PYT0264,2,12,12,PC-2863,8,16,0,12,0,12,0,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,
QAH0174,2,21,13,PC-6422,9,19,0,21,1,20,1,0.7647058823529411,1.0,1401.0,36.0,1365.0,0.0,1401.0,36.0,1401.0,686.0,715.0,,,,,,,,,,,,,
QAM0726,1,10,10,PC-4761,8,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
QBM0442,3,22,14,PC-8140,7,16,0,22,0,22,0,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,
QBS0449,1,345,345,PC-3885,7,18,0,345,0,345,0,1.0,,,,,,,,,,,530.0,2399.0,0.0,2399.0,0.0,0.0,12.0,71.0,333.0,52.88245102125886,1.0,408.59149645685704,-2399.0
QCD0718,1,345,345,PC-9582,7,15,0,345,158,187,0,1.0,,,,,,,,,,,282.0,453.0,4.0,449.0,0.0,0.0,7.0,12.0,40.0,51.81677704194261,1.0,410.15673289183223,-445.0
QCF0390,1,10,9,PC-5935,8,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
QCT0226,1,345,345,PC-4810,7,15,0,345,0,345,0,1.0,,,,,,,,,,,126.0,161.0,0.0,161.0,0.0,0.0,1.0,4.0,17.0,52.95652173913044,0.0,406.7701863354037,-161.0
QDV0761,1,19,9,PC-5823,8,20,0,19,0,19,0,1.0,1.0,752.0,80.0,670.0,2.0,750.0,80.0,752.0,361.0,391.0,,,,,,,,,,,,,
QEB0780,1,10,10,PC-1864,7,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
QKA0388,1,19,9,PC-1744,8,19,0,19,0,19,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
QKG0918,1,10,10,PC-9642,7,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
QKR0508,3,23,14,PC-1554,6,18,0,23,12,11,0,0.7297297297297297,1.0,714.0,24.0,690.0,0.0,714.0,0.0,714.0,349.0,365.0,,,,,,,,,,,,,
QKW0826,1,344,345,PC-0082,8,16,0,344,0,344,0,1.0,,,,,,,,,,,499.0,1446.0,0.0,1446.0,0.0,0.0,26.0,28.0,158.0,51.762793914246195,1.0,409.27385892116183,-1446.0
QLC0248,2,19,12,PC-5741,8,17,0,19,0,19,0,0.9354838709677419,1.0,268.0,16.0,239.0,13.0,255.0,1.0,268.0,131.0,137.0,,,,,,,,,,,,,
QMV0838,1,10,9,PC-8750,8,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
QMW0284,1,10,9,PC-0737,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
QOP0491,1,345,345,PC-6385,9,19,0,345,0,345,0,1.0,,,,,,,,,,,463.0,1422.0,30.0,1392.0,0.0,30.0,10.0,25.0,137.0,52.73699015471168,1.0,408.1947960618847,-1362.0
QPM0570,2,20,10,PC-4641,8,18,0,20,0,20,0,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,
QQB0957,1,10,10,PC-5377,8,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
QRF0629,2,1021,635,PC-7081,9,17,298,723,0,723,0,0.8176328502415459,1.0,404.0,0.0,273.0,131.0,273.0,0.0,404.0,197.0,207.0,544.0,2112.0,0.0,1556.0,556.0,0.0,14.0,38.0,216.0,53.11221590909091,2.0,408.5970643939394,-1556.0
QRH0348,3,322,322,PC-8464,7,16,0,322,0,322,0,0.7236024844720497,,,,,,,,,,,324.0,496.0,0.0,496.0,0.0,0.0,3.0,9.0,37.0,52.62096774193548,0.0,413.60887096774195,-496.0
QRM0914,1,345,345,PC-9078,8,17,0,345,0,345,0,1.0,,,,,,,,,,,227.0,419.0,0.0,419.0,0.0,0.0,7.0,4.0,44.0,51.74224343675418,1.0,408.9331742243437,-419.0
QRR0300,1,10,9,PC-6207,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
QSB0729,2,619,354,PC-6674,7,16,0,619,0,619,0,0.9815005138746146,,,,,,,,,,,625.0,1510.0,0.0,1510.0,0.0,0.0,22.0,33.0,130.0,51.79006622516556,0.0,411.69668874172186,-1510.0
QTP0493,5,349,349,PC-2447,9,19,0,349,0,349,0,0.9885386819484241,1.0,5384.0,136.0,5248.0,0.0,5384.0,136.0,5384.0,2675.0,2709.0,272.0,620.0,19.0,601.0,0.0,19.0,5.0,13.0,74.0,53.651612903225804,0.0,404.71612903225804,-582.0
QXL0019,1,18,10,PC-3587,8,16,0,18,0,18,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RAC0058,1,18,9,PC-6846,7,19,0,18,0,18,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RAC0735,2,31,19,PC-8764,8,17,9,22,0,22,0,0.8,1.0,1842.0,0.0,1388.0,454.0,1388.0,0.0,1842.0,899.0,943.0,,,,,,,,,,,,,
RAG0220,1,18,9,PC-6358,8,18,0,18,0,18,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RAR0547,1,345,345,PC-7311,8,19,0,345,0,345,0,1.0,,,,,,,,,,,345.0,718.0,39.0,679.0,0.0,39.0,5.0,19.0,74.0,52.136490250696376,0.0,407.0292479108635,-640.0
RAR0927,1,345,345,PC-8969,8,17,0,345,0,345,0,1.0,,,,,,,,,,,362.0,1210.0,0.0,1210.0,0.0,0.0,13.0,9.0,154.0,52.75537190082645,0.0,411.2099173553719,-1210.0
RAS0839,1,486,486,PC-1633,8,16,141,345,0,345,0,1.0,,,,,,,,,,,276.0,558.0,0.0,419.0,139.0,0.0,4.0,13.0,57.0,52.193548387096776,1.0,410.6362007168459,-419.0
RAW0533,2,15,15,PC-4563,7,17,1,14,2,12,0,0.9333333333333333,1.0,290.0,0.0,257.0,33.0,257.0,0.0,290.0,138.0,152.0,,,,,,,,,,,,,
RAW0767,1,10,9,PC-3136,8,20,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RBH0585,1,18,9,PC-0098,8,18,0,18,0,18,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RBH0654,1,10,9,PC-3646,8,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RBM0196,1,19,11,PC-0239,7,16,0,19,1,18,0,1.0,1.0,5912.0,150.0,5755.0,7.0,5905.0,33.0,5912.0,2935.0,2977.0,,,,,,,,,,,,,
RBS0466,14,980,610,PC-6902,7,18,261,719,0,719,0,0.8238993710691824,1.0,399.0,0.0,287.0,112.0,287.0,0.0,399.0,189.0,210.0,449.0,1110.0,0.0,898.0,212.0,0.0,9.0,27.0,146.0,51.73603603603603,1.0,408.72522522522524,-898.0
RBV0804,1,345,345,PC-1879,8,15,0,345,0,345,0,1.0,,,,,,,,,,,232.0,399.0,0.0,399.0,0.0,0.0,8.0,7.0,44.0,52.421052631578945,0.0,411.16541353383457,-399.0
RCB0768,1,345,345,PC-1380,6,16,0,345,345,0,0,1.0,,,,,,,,,,,331.0,536.0,3.0,533.0,0.0,0.0,6.0,10.0,53.0,52.093283582089555,0.0,407.875,-530.0
RCD0990,1,10,10,PC-1759,8,15,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RCG0105,1,10,10,PC-8929,7,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RCH0106,1,10,10,PC-0405,7,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RCH0166,2,461,461,PC-8765,7,16,0,461,0,461,0,0.7483731019522777,1.0,2043.0,0.0,2043.0,0.0,2043.0,0.0,2043.0,1004.0,1039.0,495.0,1706.0,0.0,1706.0,0.0,0.0,24.0,23.0,259.0,52.375732708089096,0.0,409.31008206330597,-1706.0
RCH0842,1,345,345,PC-3923,8,16,0,345,0,345,0,1.0,,,,,,,,,,,329.0,552.0,0.0,552.0,0.0,0.0,8.0,4.0,44.0,52.11231884057971,0.0,403.8278985507246,-552.0
RCM0192,1,21,11,PC-9592,8,18,4,17,0,17,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RCM0412,1,10,10,PC-2702,9,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RCW0822,1,10,9,PC-1251,8,19,0,10,0,10,0,1.0,1.0,12.0,10.0,0.0,2.0,10.0,1.0,12.0,6.0,6.0,,,,,,,,,,,,,
RDA0843,1,318,318,PC-3534,8,16,0,318,0,318,0,1.0,,,,,,,,,,,701.0,1964.0,0.0,1964.0,0.0,0.0,24.0,33.0,171.0,52.08146639511202,0.0,404.79938900203666,-1964.0
RDB0837,1,345,345,PC-0139,8,16,0,345,0,345,0,1.0,,,,,,,,,,,328.0,536.0,0.0,536.0,0.0,0.0,5.0,9.0,36.0,51.309701492537314,0.0,412.0988805970149,-536.0
RDB0846,1,345,345,PC-5550,8,16,0,345,0,345,0,1.0,,,,,,,,,,,380.0,678.0,0.0,678.0,0.0,0.0,8.0,9.0,53.0,51.93805309734513,2.0,407.405604719764,-678.0
RDC0283,1,154,86,PC-2887,8,16,0,154,0,154,0,1.0,,,,,,,,,,,21.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,3.0,53.904761904761905,0.0,425.76190476190476,-21.0
RDD0563,1,10,9,PC-6463,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RDF0560,3,18,11,PC-3031,8,18,0,18,1,17,1,0.8620689655172413,,,,,,,,,,,,,,,,,,,,,,,
RDH0193,1,10,9,PC-4697,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RDH0439,1,345,345,PC-4144,7,16,0,345,0,345,0,1.0,,,,,,,,,,,155.0,273.0,0.0,273.0,0.0,0.0,1.0,9.0,44.0,52.83516483516483,0.0,404.9010989010989,-273.0
RDS0858,1,345,345,PC-3640,8,18,0,345,0,345,0,1.0,,,,,,,,,,,294.0,613.0,0.0,613.0,0.0,0.0,4.0,11.0,65.0,52.517128874388256,0.0,409.9184339314845,-613.0
RDV0023,1,10,10,PC-7270,6,16,0,10,10,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
REA0782,1,345,345,PC-5772,8,16,0,345,0,345,0,1.0,,,,,,,,,,,421.0,1123.0,0.0,1123.0,0.0,0.0,8.0,28.0,128.0,53.021371326803205,1.0,405.3980409617097,-1123.0
REF0374,1,10,9,PC-4220,8,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
REM0274,1,10,10,PC-3528,7,16,0,10,0,10,0,1.0,1.0,5886.0,0.0,5886.0,0.0,5886.0,0.0,5886.0,2924.0,2962.0,,,,,,,,,,,,,
REW0332,1,10,9,PC-6477,9,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RGO0863,1,10,9,PC-4403,8,20,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RHB0200,1,786,440,PC-6866,7,16,172,614,0,614,0,1.0,1.0,365.0,0.0,283.0,82.0,283.0,0.0,365.0,178.0,187.0,149.0,231.0,0.0,194.0,37.0,0.0,4.0,0.0,37.0,52.45887445887446,0.0,409.0779220779221,-194.0
RHH0968,1,345,345,PC-2181,9,17,0,345,0,345,0,1.0,,,,,,,,,,,258.0,499.0,0.0,499.0,0.0,0.0,10.0,6.0,61.0,51.00801603206413,0.0,404.2144288577154,-499.0
RHM0081,1,69,69,PC-3684,9,19,0,69,0,69,0,1.0,,,,,,,,,,,412.0,858.0,38.0,820.0,0.0,38.0,7.0,12.0,109.0,51.17715617715618,0.0,409.6888111888112,-782.0
RHM0474,1,10,10,PC-5798,8,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RHN0782,1,10,10,PC-0217,7,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RHP0132,1,345,345,PC-8134,9,17,0,345,0,345,0,1.0,,,,,,,,,,,354.0,696.0,0.0,696.0,0.0,0.0,16.0,9.0,80.0,51.64655172413793,0.0,411.92528735632186,-696.0
RHR0856,2,653,372,PC-1914,8,18,0,653,0,653,0,0.9473170731707317,1.0,704.0,0.0,704.0,0.0,704.0,0.0,704.0,342.0,362.0,366.0,1216.0,0.0,1216.0,0.0,0.0,9.0,23.0,131.0,53.13404605263158,0.0,411.90213815789474,-1216.0
RHT0831,1,345,345,PC-6763,8,16,0,345,0,345,0,1.0,,,,,,,,,,,362.0,747.0,0.0,747.0,0.0,0.0,6.0,10.0,73.0,52.95983935742972,0.0,407.36546184738955,-747.0
RHW0081,1,10,10,PC-6009,7,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RHW0592,1,617,345,PC-0429,8,17,0,617,0,617,0,1.0,,,,,,,,,,,660.0,3804.0,0.0,3804.0,0.0,0.0,39.0,91.0,381.0,52.915878023133544,1.0,411.1979495268139,-3804.0
RIB0011,2,884,508,PC-8308,7,17,249,635,0,635,0,0.9640804597701149,,,,,,,,,,,160.0,306.0,0.0,221.0,85.0,0.0,1.0,2.0,56.0,52.810457516339866,0.0,408.5718954248366,-221.0
RIC0494,1,10,10,PC-1474,8,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RID0019,1,612,345,PC-4650,8,18,0,612,0,612,0,1.0,,,,,,,,,,,193.0,387.0,0.0,387.0,0.0,0.0,2.0,12.0,70.0,51.8062015503876,1.0,410.7622739018088,-387.0
RIS0909,1,17,9,PC-6683,8,18,0,17,0,17,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RJC0323,2,20,12,PC-4114,9,19,0,20,0,20,0,0.8125,1.0,710.0,30.0,680.0,0.0,710.0,24.0,710.0,344.0,366.0,,,,,,,,,,,,,
RJH0445,1,345,345,PC-6122,7,18,0,345,0,345,0,1.0,,,,,,,,,,,432.0,1277.0,0.0,1277.0,0.0,0.0,10.0,41.0,181.0,52.796397807361004,0.0,409.19185591229444,-1277.0
RJJ0788,1,345,345,PC-9797,8,16,0,345,0,345,0,1.0,,,,,,,,,,,307.0,476.0,0.0,476.0,0.0,0.0,4.0,8.0,44.0,51.878151260504204,0.0,407.71008403361344,-476.0
RJL0683,1,344,345,PC-7916,7,16,0,344,0,344,0,1.0,,,,,,,,,,,292.0,675.0,0.0,675.0,0.0,0.0,0.0,15.0,99.0,52.27851851851852,0.0,403.65777777777777,-675.0
RJT0913,1,345,345,PC-4966,8,17,0,345,0,345,0,1.0,,,,,,,,,,,268.0,594.0,0.0,594.0,0.0,0.0,6.0,5.0,77.0,52.244107744107744,0.0,410.962962962963,-594.0
RKF0757,1,10,9,PC-6666,8,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
RKG0550,1,10,9,PC-4425,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
