user,risco_Grok,risco_DeepSeek,risco_ChatGratuito,risco_Copilot,risco_Gemini,risco_Especialista
LWW0573,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LXS0677,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
LXW0999,Médio,Alto,Médio,Alto,Alto,Alto
LYF0587,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
LZV0162,Alto,Alto,Alto,Alto,Alto,Alto
MAA0364,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MAB0064,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MAB0066,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MAB0267,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MAB0377,Médio,Alto,Alto,Médio,Alto,Médio
MAD0103,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MAF0199,Baixo,Médio,Baixo,Baixo,Alto,Alto
MAG0350,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
MAG0740,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MAM0561,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MAN0150,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MAP0091,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MAP0557,Médio,Alto,Alto,Médio,Alto,Médio
MAS0500,Baixo,Médio,Baixo,Baixo,Médio,Baixo
MAV0711,Médio,Médio,Médio,Médio,Médio,Médio
MBB0251,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MBD0021,Médio,Médio,Médio,Baixo,Alto,Alto
MBD0202,Baixo,Baixo,Baixo,Baixo,Alto,Alto
MBH0198,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MBS0355,Baixo,Alto,Baixo,Baixo,Médio,Baixo
MBW0140,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MBW0523,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MCB0104,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MCB0828,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MCC0022,Médio,Médio,Baixo,Baixo,Alto,Alto
MCF0456,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MCG0763,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MCH0179,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MCH0731,Médio,Médio,Médio,Médio,Alto,Médio
MCJ0874,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MCL0139,Médio,Médio,Baixo,Baixo,Médio,Alto
MCL0405,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MCN0973,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MCP0926,Médio,Médio,Baixo,Baixo,Médio,Alto
MCR0735,Médio,Alto,Médio,Médio,Alto,Alto
MCR0951,Médio,Baixo,Baixo,Baixo,Médio,Baixo
MCW0115,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
MDG0601,Médio,Médio,Médio,Médio,Alto,Médio
MDM0559,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MDN0518,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MDS0121,Médio,Alto,Alto,Médio,Médio,Alto
MDW0190,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MEB0503,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MEB0682,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MEE0606,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
MEL0063,Médio,Alto,Médio,Baixo,Alto,Alto
MES0501,Baixo,Médio,Baixo,Baixo,Médio,Baixo
MET0987,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MFB0963,Médio,Médio,Baixo,Baixo,Alto,Alto
MFR0053,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MGM0113,Médio,Médio,Baixo,Baixo,Baixo,Baixo
MGN0301,Médio,Médio,Médio,Médio,Alto,Médio
MHF0725,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MHH0652,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MIC0034,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MIH0767,Médio,Médio,Médio,Médio,Médio,Médio
MIK0681,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MIM0352,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MIN0513,Alto,Alto,Alto,Alto,Alto,Alto
MIW0795,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MJB0540,Baixo,Médio,Médio,Médio,Médio,Baixo
MJH0083,Médio,Baixo,Baixo,Baixo,Médio,Alto
MJL0977,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MJM0080,Baixo,Alto,Baixo,Baixo,Médio,Médio
MJO0963,Médio,Médio,Médio,Médio,Alto,Médio
MJP0541,Médio,Médio,Baixo,Baixo,Alto,Alto
MJR0336,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MJR0485,Médio,Médio,Médio,Médio,Médio,Baixo
MJS0817,Baixo,Médio,Baixo,Baixo,Alto,Alto
MKD0471,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MKD0730,Médio,Baixo,Baixo,Baixo,Médio,Baixo
MKH0414,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MKH0774,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MKR0025,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MKT0643,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MLG0658,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MLH0005,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MLM0570,Médio,Alto,Médio,Médio,Alto,Alto
MLM0885,Médio,Médio,Médio,Médio,Alto,Médio
MLO0553,Alto,Alto,Alto,Alto,Alto,Alto
MLP0680,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MLS0438,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MMM0840,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MMN0579,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MMO0207,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MMO0264,Médio,Médio,Baixo,Baixo,Alto,Alto
MMS0872,Médio,Médio,Baixo,Baixo,Alto,Alto
MNB0535,Médio,Médio,Médio,Médio,Alto,Médio
MNT0552,Médio,Médio,Médio,Médio,Alto,Alto
MOG0124,Baixo,Médio,Baixo,Baixo,Alto,Alto
MOP0874,Médio,Médio,Médio,Baixo,Alto,Alto
MOR0912,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MPB0376,Médio,Alto,Médio,Médio,Alto,Alto
MPL0185,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MPM0060,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MPM0410,Baixo,Baixo,Baixo,Baixo,Médio,Alto
MPO0663,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MPR0719,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MPS0594,Médio,Médio,Médio,Médio,Alto,Médio
MPW0904,Baixo,Médio,Médio,Médio,Médio,Baixo
MQF0815,Alto,Alto,Alto,Médio,Alto,Alto
MQM0127,Alto,Alto,Alto,Médio,Alto,Alto
MQM0477,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MQO0953,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MRH0325,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MRH0339,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MRJ0321,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MRK0072,Médio,Médio,Baixo,Baixo,Alto,Alto
MRM0868,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MRS0054,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MRS0205,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MSB0359,Médio,Baixo,Baixo,Baixo,Alto,Alto
MSB0728,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MSC0284,Baixo,Médio,Baixo,Baixo,Médio,Baixo
MSC0662,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MSD0674,Médio,Alto,Alto,Médio,Alto,Alto
MSD0889,Baixo,Baixo,Baixo,Baixo,Médio,Alto
MSF0206,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MSK0921,Médio,Baixo,Baixo,Baixo,Médio,Baixo
MSP0516,Médio,Médio,Médio,Médio,Médio,Médio
MSW0805,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MTC0911,Médio,Alto,Médio,Médio,Alto,Médio
MTJ0043,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MTL0829,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MTM0209,Médio,Alto,Médio,Baixo,Médio,Alto
MTP0573,Alto,Alto,Alto,Alto,Alto,Alto
MUT0603,Médio,Médio,Médio,Médio,Alto,Médio
MVH0580,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MWB0167,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MWC0012,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MWL0897,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MWS0849,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MYB0285,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MYH0623,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
MYO0768,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MZL0458,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
MZM0018,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
MZP0236,Médio,Médio,Baixo,Baixo,Alto,Alto
NAB0467,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NAD0041,Baixo,Médio,Baixo,Baixo,Médio,Baixo
NAG0123,Médio,Médio,Médio,Médio,Alto,Alto
NAH0460,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NAH0830,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NAJ0777,Médio,Alto,Alto,Médio,Alto,Alto
NAP0317,Baixo,Baixo,Baixo,Baixo,Alto,Alto
NBB0869,Médio,Alto,Baixo,Baixo,Alto,Alto
NBP0030,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
NBP0672,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NDA0686,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
NDH0722,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NDL0707,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NEC0824,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
NEE0218,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
NEE0521,Alto,Alto,Alto,Alto,Alto,Alto
NEH0313,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NFA0307,Médio,Alto,Baixo,Baixo,Alto,Alto
NFN0696,Baixo,Baixo,Baixo,Baixo,Médio,Alto
NGF0226,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NGF0599,Médio,Baixo,Baixo,Baixo,Médio,Baixo
NGF0976,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NHD0186,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NHH0676,Médio,Baixo,Baixo,Baixo,Médio,Alto
NHW0572,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
NIG0433,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NIH0093,Médio,Baixo,Baixo,Baixo,Médio,Baixo
NIM0308,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NJG0654,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
NJH0222,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NJH0337,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NJM0628,Médio,Baixo,Baixo,Baixo,Médio,Baixo
NJP0752,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
NJR0453,Médio,Baixo,Baixo,Baixo,Médio,Baixo
NKB0036,Baixo,Médio,Médio,Médio,Alto,Médio
NKB0411,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
NKR0864,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
NLB0862,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NLB0989,Alto,Alto,Alto,Alto,Alto,Alto
NLC0876,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
NLP0555,Médio,Alto,Alto,Médio,Alto,Médio
NLP0945,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NLR0174,Alto,Médio,Médio,Médio,Alto,Alto
NMB0833,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NMG0292,Baixo,Médio,Baixo,Baixo,Alto,Alto
NMG0798,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NML0829,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
NMV0422,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NMV0507,Médio,Médio,Médio,Médio,Alto,Médio
NMW0959,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
NNG0367,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NNM0613,Médio,Baixo,Baixo,Baixo,Baixo,Alto
NPB0217,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
NPH0533,Médio,Alto,Médio,Médio,Alto,Alto
NQT0979,Médio,Médio,Médio,Baixo,Alto,Alto
NQW0750,Médio,Baixo,Baixo,Baixo,Médio,Baixo
NRB0689,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
NRF0610,Médio,Médio,Médio,Médio,Alto,Médio
NRM0617,Médio,Médio,Médio,Médio,Alto,Médio
NRR0945,Médio,Baixo,Baixo,Baixo,Médio,Baixo
NRT0539,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NSA0967,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
NSB0950,Baixo,Alto,Baixo,Baixo,Médio,Baixo
NSC0622,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
NST0254,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NTC0176,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
NTH0575,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NUD0118,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NUG0614,Alto,Médio,Médio,Baixo,Alto,Alto
NUR0618,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
NVM0015,Médio,Médio,Baixo,Baixo,Alto,Alto
NVS0823,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NXG0085,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
NZT0335,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
OAP0953,Médio,Médio,Médio,Médio,Alto,Médio
OAW0299,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
OBC0055,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
OCB0146,Médio,Médio,Baixo,Médio,Alto,Alto
OCC0316,Médio,Médio,Médio,Médio,Alto,Médio
OCC0512,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
OCG0047,Baixo,Médio,Baixo,Baixo,Médio,Baixo
OCL0135,Médio,Médio,Médio,Médio,Alto,Médio
ODG0886,Baixo,Médio,Baixo,Baixo,Alto,Alto
ODH0200,Baixo,Médio,Baixo,Baixo,Alto,Alto
OEH0380,Baixo,Médio,Baixo,Baixo,Médio,Baixo
OEM0048,Baixo,Médio,Baixo,Baixo,Médio,Baixo
OFS0338,Médio,Médio,Médio,Médio,Alto,Médio
OFS0962,Médio,Médio,Baixo,Baixo,Baixo,Baixo
OGG0574,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
OHE0350,Médio,Alto,Baixo,Baixo,Alto,Alto
OHQ0406,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
OJB0082,Baixo,Médio,Médio,Médio,Médio,Baixo
OJB0210,Médio,Alto,Alto,Baixo,Médio,Alto
OJB0609,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
OKC0525,Médio,Médio,Baixo,Baixo,Médio,Baixo
OKJ0717,Baixo,Médio,Baixo,Baixo,Alto,Alto
OLM0165,Médio,Baixo,Baixo,Baixo,Médio,Baixo
OMA0668,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
OMB0010,Médio,Alto,Baixo,Baixo,Alto,Alto
OMS0131,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
OOB0432,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
OPR0416,Baixo,Médio,Médio,Médio,Alto,Médio
ORC0489,Médio,Alto,Alto,Médio,Alto,Médio
ORC0907,Médio,Baixo,Baixo,Baixo,Médio,Alto
OSB0976,Médio,Médio,Médio,Médio,Alto,Médio
OST0939,Médio,Baixo,Baixo,Baixo,Médio,Baixo
OTR0716,Médio,Médio,Baixo,Baixo,Alto,Alto
OTW0674,Baixo,Médio,Baixo,Baixo,Alto,Alto
OUS0309,Médio,Baixo,Baixo,Baixo,Médio,Baixo
OVC0758,Baixo,Baixo,Baixo,Baixo,Alto,Alto
OVW0244,Baixo,Médio,Médio,Baixo,Médio,Baixo
PAM0615,Baixo,Médio,Baixo,Baixo,Médio,Médio
PAS0349,Médio,Médio,Baixo,Baixo,Alto,Alto
PAS0925,Baixo,Médio,Baixo,Baixo,Alto,Alto
PAW0040,Alto,Alto,Médio,Médio,Médio,Alto
PBB0840,Médio,Baixo,Baixo,Baixo,Alto,Alto
PBG0948,Médio,Médio,Médio,Médio,Alto,Alto
PBS0418,Médio,Médio,Médio,Médio,Alto,Médio
PBZ0211,Médio,Alto,Médio,Baixo,Médio,Alto
PCA0702,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
PCG0729,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
PCL0813,Médio,Médio,Médio,Médio,Alto,Médio
PCM0369,Alto,Alto,Alto,Médio,Alto,Alto
PCV0914,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
PDB0903,Médio,Alto,Alto,Médio,Alto,Médio
PDD0188,Baixo,Médio,Baixo,Baixo,Médio,Baixo
PDH0697,Médio,Alto,Médio,Baixo,Médio,Médio
PGK0085,Médio,Baixo,Baixo,Baixo,Médio,Baixo
PHH0717,Médio,Alto,Alto,Médio,Alto,Alto
PHL0633,Médio,Médio,Médio,Médio,Alto,Médio
PHP0193,Médio,Médio,Médio,Médio,Alto,Médio
PIB0855,Médio,Médio,Médio,Médio,Alto,Médio
PJB0279,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
PJC0158,Médio,Alto,Baixo,Baixo,Alto,Alto
PJE0714,Médio,Médio,Baixo,Baixo,Médio,Médio
PJT0971,Baixo,Médio,Baixo,Baixo,Alto,Alto
PJY0906,Baixo,Médio,Baixo,Baixo,Médio,Baixo
PNB0084,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
PNC0141,Médio,Alto,Alto,Médio,Alto,Médio
POH0119,Baixo,Alto,Baixo,Baixo,Médio,Médio
PPR0402,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
PQC0061,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
PQS0960,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
PRM0153,Médio,Médio,Médio,Médio,Alto,Médio
PRM0173,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
PSN0949,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
PSP0955,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
PSS0935,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
PTA0303,Médio,Baixo,Baixo,Baixo,Médio,Baixo
PTH0527,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
PTM0966,Médio,Médio,Médio,Médio,Alto,Médio
PTS0352,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
PUH0301,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
PWL0419,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
PYM0419,Baixo,Alto,Baixo,Baixo,Médio,Médio
PYT0264,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
QAH0174,Médio,Alto,Baixo,Baixo,Alto,Alto
QAM0726,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
QBM0442,Baixo,Médio,Baixo,Baixo,Médio,Baixo
QBS0449,Médio,Médio,Médio,Médio,Alto,Médio
QCD0718,Médio,Alto,Médio,Médio,Alto,Alto
QCF0390,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
QCT0226,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
QDV0761,Baixo,Baixo,Baixo,Baixo,Alto,Alto
QEB0780,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
QKA0388,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
QKG0918,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
QKR0508,Médio,Alto,Médio,Médio,Alto,Alto
QKW0826,Médio,Médio,Médio,Médio,Alto,Médio
QLC0248,Baixo,Baixo,Baixo,Baixo,Alto,Alto
QMV0838,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
QMW0284,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
QOP0491,Médio,Alto,Alto,Médio,Alto,Médio
QPM0570,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
QQB0957,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
QRF0629,Alto,Alto,Alto,Médio,Alto,Alto
QRH0348,Baixo,Médio,Baixo,Baixo,Médio,Médio
QRM0914,Médio,Médio,Médio,Médio,Alto,Médio
QRR0300,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
QSB0729,Médio,Baixo,Baixo,Baixo,Médio,Baixo
QTP0493,Alto,Alto,Médio,Médio,Alto,Alto
QXL0019,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RAC0058,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RAC0735,Médio,Médio,Médio,Baixo,Alto,Alto
RAG0220,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RAR0547,Baixo,Médio,Médio,Baixo,Médio,Baixo
RAR0927,Médio,Baixo,Baixo,Baixo,Médio,Baixo
RAS0839,Médio,Alto,Alto,Médio,Alto,Alto
RAW0533,Baixo,Médio,Baixo,Baixo,Alto,Alto
RAW0767,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RBH0585,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RBH0654,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RBM0196,Médio,Médio,Baixo,Baixo,Alto,Alto
RBS0466,Alto,Alto,Alto,Alto,Alto,Alto
RBV0804,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
RCB0768,Médio,Médio,Médio,Médio,Médio,Médio
RCD0990,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RCG0105,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RCH0106,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RCH0166,Médio,Médio,Médio,Médio,Alto,Alto
RCH0842,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
RCM0192,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
RCM0412,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RCW0822,Baixo,Baixo,Baixo,Baixo,Alto,Médio
RDA0843,Médio,Baixo,Baixo,Baixo,Médio,Baixo
RDB0837,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
RDB0846,Médio,Médio,Médio,Médio,Alto,Médio
RDC0283,Baixo,Médio,Baixo,Baixo,Baixo,Baixo
RDD0563,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RDF0560,Baixo,Médio,Baixo,Baixo,Médio,Baixo
RDH0193,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RDH0439,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
RDS0858,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
RDV0023,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
REA0782,Médio,Médio,Médio,Médio,Alto,Médio
REF0374,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
REM0274,Médio,Baixo,Baixo,Baixo,Médio,Alto
REW0332,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RGO0863,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RHB0200,Médio,Médio,Médio,Baixo,Alto,Alto
RHH0968,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
RHM0081,Baixo,Médio,Médio,Médio,Médio,Baixo
RHM0474,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RHN0782,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RHP0132,Médio,Baixo,Baixo,Baixo,Médio,Baixo
RHR0856,Médio,Médio,Médio,Médio,Alto,Alto
RHT0831,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
RHW0081,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RHW0592,Médio,Médio,Médio,Médio,Alto,Médio
RIB0011,Médio,Médio,Médio,Baixo,Médio,Alto
RIC0494,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RID0019,Médio,Médio,Médio,Médio,Alto,Médio
RIS0909,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RJC0323,Baixo,Baixo,Baixo,Baixo,Alto,Alto
RJH0445,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
RJJ0788,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
RJL0683,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RJT0913,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
RKF0757,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RKG0550,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RKH0471,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RKJ0444,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RKO0962,Médio,Médio,Médio,Baixo,Médio,Baixo
RKP0922,Médio,Baixo,Baixo,Baixo,Médio,Alto
RKR0638,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RKS0170,Médio,Alto,Alto,Alto,Alto,Alto
RLC0550,Médio,Médio,Médio,Médio,Médio,Baixo
RLC0873,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RLD0349,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
RLH0164,Médio,Baixo,Baixo,Baixo,Médio,Baixo
RLH0287,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
RLJ0607,Médio,Baixo,Baixo,Baixo,Baixo,Médio
RLM0528,Médio,Baixo,Baixo,Baixo,Médio,Baixo
RLP0021,Médio,Médio,Médio,Baixo,Alto,Alto
RLR0973,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RLS0558,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RMA0911,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RMO0425,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RMY0747,Alto,Alto,Alto,Médio,Alto,Alto
RNA0266,Baixo,Médio,Baixo,Baixo,Médio,Alto
RNB0934,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RNM0875,Médio,Médio,Médio,Baixo,Médio,Alto
RNR0344,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
ROB0291,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
ROM0811,Médio,Baixo,Baixo,Baixo,Médio,Baixo
ROS0365,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
ROV0860,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RPH0848,Médio,Médio,Médio,Baixo,Alto,Alto
RPM0498,Baixo,Médio,Baixo,Baixo,Médio,Baixo
