user,computadores_distintos,total_logons,total_logoffs,computador_mais_usado,hora_logon_mais_comum,hora_logoff_mais_comum,logons_fim_de_semana,logons_dias_uteis,logons_fora_horario_comercial,logons_em_horario_comercial,logons_janela_acesso,proporcao_pc_mais_usado,pcs_distintos_dispositivo,total_atividades_dispositivo,connect_fora_horario_comercial,connect_em_horario_comercial,connect_fim_de_semana,connect_dias_uteis,connect_janela_acesso,total_connect_dispositivo,total_disconnect_dispositivo,conexoes_sem_desconexao,sites_distintos_visitados,total_acessos_http,acessos_fora_horario_comercial,acessos_em_horario_comercial,acessos_fim_de_semana,acessos_janela_acesso,visita_sites_compras,visita_sites_noticias,visita_sites_entretenimento,tamanho_medio_urls,termos_sensiveis_detectados,tamanho_medio_conteudo,diferenca_acessos_fora_dentro,classe,risco,sintetico
20,0,75,82,357,1,3,0,72,0,102,0,327,1,351,99,312,116,305,64,351,290,302,205,474,0,481,0,0,5,33,177,881,1,457,301,0,Médio,1
1576,0,91,97,303,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,227,337,0,352,0,0,9,11,93,213,1,637,427,0,Médio,1
331,0,91,97,454,0,3,0,87,39,70,0,327,1,351,99,312,116,305,64,351,290,302,432,595,12,606,0,0,15,30,145,563,0,189,177,0,Médio,1
888,0,128,113,547,2,4,0,122,0,159,0,275,1,351,99,312,116,305,64,351,290,302,113,201,0,209,0,0,1,10,63,916,1,523,568,0,Médio,1
1779,0,88,95,1753,2,3,0,84,0,120,0,327,1,351,99,312,116,305,64,351,290,302,470,728,11,735,0,8,24,68,254,545,2,647,47,0,Médio,1
1720,0,182,116,490,0,3,0,165,73,106,0,246,1,351,99,312,116,305,64,351,290,302,233,278,7,283,0,0,10,8,49,230,0,478,496,0,Médio,1
74,0,124,97,1216,1,3,0,114,59,71,0,327,1,351,99,312,116,305,64,351,290,302,256,436,9,445,0,0,8,19,114,524,1,256,340,0,Médio,1
1582,0,91,97,1034,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,318,489,4,495,0,4,8,27,123,703,1,212,285,0,Médio,1
216,0,108,103,587,2,5,0,102,0,140,0,306,1,351,99,312,116,305,64,351,290,302,201,248,15,248,0,15,10,7,45,247,0,368,533,0,Médio,1
740,0,91,97,1403,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,440,664,60,665,0,48,16,51,198,685,1,553,130,0,Médio,1
465,0,90,96,111,1,5,0,86,0,122,0,327,1,351,99,312,116,305,64,351,290,302,313,601,10,611,0,8,17,43,224,691,1,460,170,0,Médio,1
191,0,91,97,1303,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,340,616,23,626,0,19,15,39,232,536,1,398,157,0,Médio,1
1449,0,54,55,839,2,3,0,50,0,69,0,327,1,351,99,312,116,305,64,351,290,302,277,481,0,490,0,0,12,13,143,592,1,781,289,0,Médio,1
1022,0,162,139,1075,1,3,2,156,18,178,7,268,1,351,99,312,116,305,64,351,290,302,176,259,10,263,0,0,0,11,43,812,0,444,517,0,Médio,1
205,0,76,81,428,1,3,0,72,0,102,0,327,1,351,99,312,116,305,64,351,290,302,375,544,0,557,0,0,9,25,131,649,1,176,225,0,Médio,1
460,0,91,97,421,0,3,0,87,76,19,0,327,1,351,99,312,116,305,64,351,290,302,436,601,23,611,0,0,19,29,164,468,0,194,174,0,Médio,1
1141,0,103,98,1594,1,2,0,97,11,120,0,324,1,351,99,312,116,305,64,351,290,302,349,520,5,528,0,0,11,25,133,455,0,347,252,0,Médio,1
552,0,91,97,113,0,2,0,87,74,65,0,327,1,351,99,312,116,305,64,351,290,302,409,546,13,553,0,9,22,22,126,264,0,567,228,0,Médio,1
337,0,87,94,110,1,5,0,83,0,117,0,327,1,351,99,312,116,305,64,351,290,302,265,541,60,535,0,49,13,51,190,913,1,603,257,0,Médio,1
1847,0,91,97,1636,0,3,0,87,75,21,0,327,1,351,99,312,116,305,64,351,290,302,455,660,35,671,0,0,27,27,200,293,0,264,113,0,Médio,1
1668,0,103,97,503,1,5,0,97,0,134,0,327,1,351,99,312,116,305,64,351,290,302,208,442,8,452,0,6,4,12,180,523,1,889,335,0,Médio,1
586,0,69,72,768,2,3,0,65,0,94,0,327,1,351,99,312,116,305,64,351,290,302,292,525,0,532,0,0,6,15,175,755,1,346,246,0,Médio,1
1626,0,89,95,1581,1,3,0,85,0,121,0,248,1,351,99,312,116,305,64,351,290,302,205,353,0,363,0,0,8,8,93,540,0,688,414,0,Médio,1
1720,0,90,97,869,1,3,0,86,0,123,0,327,1,351,99,312,116,305,64,351,290,302,400,724,0,732,0,0,10,83,268,884,1,563,48,0,Médio,1
354,0,91,97,1553,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,208,385,0,402,0,0,7,19,117,699,1,915,378,0,Médio,1
1236,2,275,203,1142,1,2,4,264,40,268,16,154,1,351,99,312,116,305,64,351,290,302,148,229,23,227,0,1,1,12,46,951,0,536,562,0,Médio,1
728,0,135,97,1620,1,4,0,122,0,161,0,327,1,351,99,312,116,305,64,351,290,302,324,508,14,517,0,14,15,31,140,724,1,447,267,0,Médio,1
1547,0,91,97,1139,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,337,534,27,539,0,27,9,25,130,603,1,471,243,0,Médio,1
810,0,91,97,1434,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,365,661,0,674,0,0,24,31,253,629,1,721,104,0,Médio,1
1148,0,137,76,321,2,5,0,124,1,164,1,259,1,351,99,312,116,305,64,351,290,302,185,214,6,221,0,6,3,10,36,192,0,739,559,0,Médio,1
1973,0,178,97,791,1,3,0,155,1,196,0,327,1,351,99,312,116,305,64,351,290,302,65,146,0,149,0,0,4,0,38,627,0,406,629,0,Médio,1
1606,0,61,63,1600,1,3,0,57,0,78,0,315,1,351,99,312,116,305,64,351,290,302,438,671,0,684,0,0,19,56,229,523,1,424,95,0,Médio,1
869,0,91,97,924,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,221,303,0,312,0,0,2,10,45,652,1,407,462,0,Médio,1
1595,0,150,97,1624,1,3,0,134,0,174,0,327,1,351,99,312,116,305,64,351,290,302,452,655,0,667,0,0,20,46,180,408,1,601,113,0,Médio,1
866,0,91,97,934,1,2,0,87,69,72,0,327,1,351,99,312,116,305,64,351,290,302,202,318,1,325,0,0,2,14,79,876,0,103,457,0,Médio,1
1793,0,116,100,919,2,4,0,108,0,147,0,314,1,351,99,312,116,305,64,351,290,302,203,424,8,433,0,8,3,9,134,840,1,517,349,0,Médio,1
1461,0,91,97,821,1,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,452,721,0,728,0,0,40,80,259,764,1,836,52,0,Médio,1
246,0,164,99,292,2,4,0,145,0,187,0,318,1,351,99,312,116,305,64,351,290,302,384,632,19,645,0,16,10,48,227,719,1,122,137,0,Médio,1
318,0,91,97,536,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,450,659,0,668,0,0,16,53,192,688,1,281,112,0,Médio,1
1162,0,46,46,1271,1,2,0,43,48,41,0,327,1,351,99,312,116,305,64,351,290,302,96,114,0,120,0,0,2,3,11,64,0,865,659,0,Médio,1
817,0,90,97,1234,1,2,0,86,46,88,0,327,1,351,99,312,116,305,64,351,290,302,398,643,3,655,0,0,12,35,216,680,0,538,126,0,Médio,1
71,0,91,97,1554,0,3,0,87,33,78,0,327,1,351,99,312,116,305,64,351,290,302,197,391,5,401,0,0,3,15,139,723,0,95,382,0,Médio,1
454,0,91,97,364,1,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,406,708,0,720,0,0,23,78,245,829,1,635,61,0,Médio,1
1517,0,43,43,920,2,4,0,41,0,54,0,317,1,351,99,312,116,305,64,351,290,302,296,538,0,545,0,0,16,11,186,549,1,761,233,0,Médio,1
634,0,91,97,638,0,3,0,87,85,7,0,327,1,351,99,312,116,305,64,351,290,302,452,688,48,694,0,4,23,63,224,410,0,524,88,0,Médio,1
1502,0,91,97,349,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,325,577,0,589,0,0,21,36,218,494,1,918,191,0,Médio,1
1766,0,97,98,909,1,3,0,92,0,130,0,323,1,351,99,312,116,305,64,351,290,302,392,717,2,723,0,2,9,82,260,931,1,575,57,0,Médio,1
886,0,133,115,553,2,4,0,126,0,163,0,268,1,351,99,312,116,305,64,351,290,302,114,202,0,209,0,0,1,10,63,914,1,509,567,0,Médio,1
1631,0,95,103,1139,2,5,0,92,0,130,0,292,1,351,99,312,116,305,64,351,290,302,330,517,19,523,0,19,8,26,136,656,0,388,258,0,Médio,1
1549,0,91,97,1131,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,336,531,26,536,0,26,9,25,130,610,1,452,246,0,Médio,1
1169,0,88,97,539,1,4,0,85,6,116,3,327,1,351,99,312,116,305,64,351,290,302,452,705,0,717,0,0,44,67,260,463,3,537,63,0,Médio,1
1252,0,91,97,1198,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,433,655,0,667,0,0,28,27,187,410,2,496,113,0,Médio,1
1838,0,91,97,218,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,374,622,27,632,0,21,16,43,185,659,1,273,152,0,Médio,1
40,0,175,97,757,2,6,0,153,0,195,0,327,1,351,99,312,116,305,64,351,290,302,291,430,30,429,0,30,12,12,92,467,1,404,364,0,Médio,1
330,0,94,105,122,1,5,0,90,0,124,0,288,1,351,99,312,116,305,64,351,290,302,278,542,54,537,0,44,13,48,186,874,1,584,253,0,Médio,1
936,0,91,97,1014,1,2,0,87,67,76,0,327,1,351,99,312,116,305,64,351,290,302,135,186,0,189,0,0,2,7,34,888,0,20,591,0,Médio,1
1991,0,93,97,1061,1,2,0,89,74,66,0,327,1,351,99,312,116,305,64,351,290,302,208,300,0,314,0,0,5,10,70,821,0,140,463,0,Médio,1
920,0,91,97,1688,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,48,63,0,66,0,0,1,4,16,544,1,897,709,0,Médio,1
268,0,91,97,101,0,5,0,87,11,115,0,327,1,351,99,312,116,305,64,351,290,302,472,731,80,736,0,62,50,45,288,184,1,756,46,0,Médio,1
1804,0,86,93,1752,2,3,0,82,0,117,0,327,1,351,99,312,116,305,64,351,290,302,472,731,22,738,0,17,25,72,261,558,2,606,43,0,Médio,1
539,0,91,97,559,1,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,185,398,1,410,0,0,1,23,132,892,1,207,372,0,Médio,1
1054,0,165,88,233,1,4,0,146,2,186,0,327,1,351,99,312,116,305,64,351,290,302,272,317,0,333,0,0,4,15,46,300,0,730,445,0,Médio,1
552,0,91,97,986,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,421,664,0,677,0,0,29,36,242,216,1,840,103,0,Médio,1
350,0,91,97,1612,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,231,425,0,439,0,0,9,21,139,659,1,875,341,0,Médio,1
1096,0,120,105,390,2,4,0,112,9,144,4,327,1,351,99,312,116,305,64,351,290,302,499,761,22,770,0,18,45,92,291,509,3,554,12,0,Médio,1
1656,0,91,97,876,1,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,198,407,0,420,0,0,3,8,129,833,1,360,362,0,Médio,1
1768,0,91,97,117,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,321,549,0,560,0,0,10,31,148,724,1,205,221,0,Médio,1
516,1,12,5,819,1,4,0,12,4,15,0,99,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Médio,1
637,0,91,97,619,0,3,0,87,91,0,0,327,1,351,99,312,116,305,64,351,290,302,448,682,44,688,0,0,21,61,218,409,0,510,94,0,Médio,1
1823,0,91,97,607,1,2,0,87,31,98,0,327,1,351,99,312,116,305,64,351,290,302,110,154,0,159,0,0,0,5,27,892,0,73,617,0,Médio,1
1623,0,133,97,1385,1,3,0,120,0,160,0,327,1,351,99,312,116,305,64,351,290,302,461,686,0,695,0,0,32,37,223,223,1,713,84,0,Médio,1
316,0,169,97,351,1,3,0,149,14,170,0,327,1,351,99,312,116,305,64,351,290,302,370,609,4,623,0,0,10,43,211,657,0,94,158,0,Médio,1
157,0,109,97,720,1,6,0,101,0,139,0,327,1,351,99,312,116,305,64,351,290,302,338,541,62,529,0,51,15,40,146,622,1,594,268,0,Médio,1
1298,0,76,81,1275,1,4,0,73,15,97,0,327,1,351,99,312,116,305,64,351,290,302,106,171,18,171,0,18,2,5,35,50,0,717,619,0,Médio,1
1151,0,55,56,1343,1,2,0,51,55,43,0,327,1,351,99,312,116,305,64,351,290,302,119,137,0,143,0,0,3,4,15,143,0,832,635,0,Médio,1
1425,0,91,97,1640,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,452,676,0,688,0,0,17,57,235,730,1,432,93,0,Médio,1
1539,0,91,97,545,1,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,218,419,0,432,0,0,4,13,147,555,1,898,352,0,Médio,1
1736,0,124,97,134,2,3,0,113,0,152,0,327,1,351,99,312,116,305,64,351,290,302,382,631,0,641,0,0,21,58,209,679,1,536,139,0,Médio,1
1759,0,116,97,1091,1,4,0,107,0,145,0,327,1,351,99,312,116,305,64,351,290,302,198,363,0,376,0,0,9,8,114,173,1,216,404,0,Médio,1
345,0,90,96,184,0,4,0,86,86,5,0,327,1,351,99,312,116,305,64,351,290,302,386,681,46,688,0,2,10,63,253,952,0,326,96,0,Médio,1
1105,0,97,106,513,2,4,0,93,10,124,5,327,1,351,99,312,116,305,64,351,290,302,503,764,15,774,0,12,50,91,296,455,2,609,6,0,Médio,1
1405,0,148,97,244,1,4,0,133,0,173,0,327,1,351,99,312,116,305,64,351,290,302,325,487,24,491,0,23,9,20,139,106,1,375,294,0,Médio,1
510,0,87,93,407,0,3,0,83,85,2,0,327,1,351,99,312,116,305,64,351,290,302,440,609,26,618,0,0,21,29,173,428,0,199,168,0,Médio,1
1855,0,81,88,1710,1,4,0,77,0,110,0,327,1,351,99,312,116,305,64,351,290,302,468,703,54,713,0,42,28,71,244,544,1,376,70,0,Médio,1
1597,0,99,109,1595,1,2,1,96,31,106,2,327,1,351,99,312,116,305,64,351,290,302,209,369,6,378,0,3,7,10,91,622,0,447,403,0,Médio,1
1100,0,91,97,1600,1,2,0,87,44,88,0,327,1,351,99,312,116,305,64,351,290,302,156,195,1,202,0,0,5,9,35,612,0,668,574,0,Médio,1
1662,1,258,178,341,2,3,3,247,30,255,10,169,1,351,99,312,116,305,64,351,290,302,169,327,41,317,0,5,3,13,101,677,0,462,487,0,Médio,1
644,0,176,96,1640,1,2,0,154,0,195,0,327,1,351,99,312,116,305,64,351,290,302,367,600,0,614,0,0,17,52,174,775,1,545,165,0,Médio,1
1148,0,77,81,104,1,4,0,73,0,105,0,327,1,351,99,312,116,305,64,351,290,302,321,555,27,558,0,22,13,37,188,656,1,757,230,0,Médio,1
1841,0,176,97,1381,1,2,0,155,62,173,0,327,1,351,99,312,116,305,64,351,290,302,129,177,0,182,0,0,1,4,27,121,0,567,597,0,Médio,1
1742,0,91,97,1586,1,3,0,87,20,95,0,327,1,351,99,312,116,305,64,351,290,302,440,615,9,628,0,0,17,27,158,213,0,334,152,0,Médio,1
177,0,96,104,145,2,5,0,93,0,131,0,297,1,351,99,312,116,305,64,351,290,302,469,706,64,714,0,52,21,60,253,764,1,318,72,0,Médio,1
1416,0,91,97,854,2,5,0,87,0,124,0,324,1,351,99,312,116,305,64,351,290,302,507,770,96,776,0,78,45,98,313,465,2,733,5,0,Médio,1
92,0,122,97,888,1,3,0,111,49,110,0,327,1,351,99,312,116,305,64,351,290,302,380,524,15,531,0,10,13,22,111,422,0,245,254,0,Médio,1
664,0,146,97,1542,1,4,0,130,0,170,0,327,1,351,99,312,116,305,64,351,290,302,405,627,31,635,0,25,15,55,174,755,2,524,153,0,Médio,1
1192,0,91,97,247,2,4,0,87,12,107,0,327,1,351,99,312,116,305,64,351,290,302,192,298,1,306,0,0,3,10,63,294,0,790,468,0,Médio,1
938,0,139,101,1557,1,4,0,126,44,109,0,318,1,351,99,312,116,305,64,351,290,302,319,505,36,509,0,15,12,23,156,756,0,253,280,0,Médio,1
1293,0,91,97,619,0,3,0,87,88,3,0,327,1,351,99,312,116,305,64,351,290,302,349,528,33,532,0,0,8,34,147,195,0,725,252,0,Médio,1
1763,0,167,97,1311,0,2,0,148,15,177,0,327,1,351,99,312,116,305,64,351,290,302,202,310,0,324,0,0,4,10,83,180,0,225,453,0,Médio,1
1039,0,91,97,436,2,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,139,296,27,291,0,27,1,16,93,967,1,367,496,0,Médio,1
1665,0,180,116,502,0,3,0,163,91,79,0,248,1,351,99,312,116,305,64,351,290,302,238,284,8,288,0,0,10,8,48,224,0,449,490,0,Médio,1
1680,0,91,97,100,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,438,664,5,675,0,5,26,30,234,244,1,399,106,0,Médio,1
1775,0,106,97,152,2,3,0,99,0,136,0,327,1,351,99,312,116,305,64,351,290,302,366,601,0,611,0,0,16,52,186,682,1,448,169,0,Médio,1
188,0,91,97,1625,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,471,727,18,733,0,15,43,48,271,160,2,700,49,0,Médio,1
951,0,91,97,1568,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,415,689,0,701,0,0,38,40,276,445,1,736,77,0,Médio,1
304,0,87,93,183,2,3,0,83,0,118,0,327,1,351,99,312,116,305,64,351,290,302,447,723,0,731,0,0,27,71,246,745,1,510,50,0,Médio,1
638,0,109,122,1003,2,4,0,107,0,145,0,202,1,351,99,312,116,305,64,351,290,302,415,597,0,610,0,0,9,31,135,394,2,616,169,0,Médio,1
1115,0,87,92,1574,1,2,0,83,72,62,0,327,1,351,99,312,116,305,64,351,290,302,199,227,2,233,0,0,8,7,33,415,0,688,541,0,Médio,1
675,0,68,63,950,1,3,0,65,0,93,0,327,1,351,99,312,116,305,64,351,290,302,303,492,0,507,0,0,15,15,144,324,1,863,276,0,Médio,1
1479,0,91,97,827,2,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,472,731,20,738,0,16,43,82,266,683,2,829,43,0,Médio,1
1659,0,91,46,347,1,6,0,79,0,104,0,327,0,169,52,150,56,146,31,169,139,145,389,645,85,643,52,68,34,72,236,935,4,861,549,0,Médio,1
1955,2,156,180,688,1,3,0,150,0,186,0,41,1,351,99,312,116,305,64,351,290,302,258,313,0,326,0,0,4,11,54,474,0,227,451,0,Médio,1
1803,0,91,97,151,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,344,568,0,579,0,0,12,45,164,708,1,340,201,0,Médio,1
686,0,91,97,1000,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,508,766,66,774,0,53,44,86,303,412,2,687,10,0,Médio,1
1206,0,91,97,1223,1,2,0,87,45,88,0,327,1,351,99,312,116,305,64,351,290,302,372,546,3,556,0,0,14,22,117,605,1,419,226,0,Médio,1
1775,0,91,97,74,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,299,531,0,540,0,0,8,32,142,808,1,139,240,0,Médio,1
345,0,91,97,1322,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,431,657,37,665,0,30,20,42,206,203,1,408,118,0,Médio,1
1984,1,147,176,659,1,3,0,140,0,177,0,50,1,351,99,312,116,305,64,351,290,302,249,285,0,298,0,0,4,11,43,474,0,242,478,0,Médio,1
1907,0,91,97,202,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,368,633,41,641,0,33,15,57,201,786,1,237,145,0,Médio,1
75,0,57,63,238,1,2,0,55,0,77,0,327,1,351,99,312,116,305,64,351,290,302,200,463,0,470,0,0,5,24,180,841,1,468,310,0,Médio,1
1369,0,68,75,584,1,4,0,65,0,94,0,327,1,351,99,312,116,305,64,351,290,302,382,623,0,637,0,0,30,37,206,511,2,428,144,0,Médio,1
1542,0,91,97,544,1,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,218,420,0,432,0,0,4,13,149,553,1,898,352,0,Médio,1
1871,0,91,97,125,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,325,588,32,595,0,26,11,47,177,868,1,109,189,0,Médio,1
1687,0,90,97,1468,2,2,0,86,0,123,0,327,1,351,99,312,116,305,64,351,290,302,354,585,0,598,0,0,23,37,170,561,1,655,184,0,Médio,1
166,0,65,71,1528,1,4,0,62,0,88,0,327,1,351,99,312,116,305,64,351,290,302,411,726,0,734,0,0,17,83,264,886,2,526,47,0,Médio,1
1665,0,91,97,1553,1,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,257,464,0,476,0,0,15,19,135,545,1,622,305,0,Médio,1
1339,1,87,94,1546,1,2,0,83,35,90,0,168,1,351,99,312,116,305,64,351,290,302,222,247,1,254,0,0,5,8,36,503,0,811,518,0,Médio,1
1582,0,91,97,149,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,437,636,13,647,0,13,24,28,196,278,1,353,135,0,Médio,1
1393,0,79,87,672,1,4,0,76,0,111,0,327,1,351,99,312,116,305,64,351,290,302,384,642,0,654,0,0,29,45,230,527,2,482,126,0,Médio,1
657,0,160,97,719,0,3,0,143,63,103,0,327,1,351,99,312,116,305,64,351,290,302,189,253,4,262,0,0,4,7,49,454,0,827,517,0,Médio,1
648,0,102,111,987,1,4,0,100,0,135,0,216,1,351,99,312,116,305,64,351,290,302,396,572,0,585,0,0,8,29,127,393,2,655,195,0,Médio,1
1437,0,90,88,541,1,3,0,86,0,123,0,288,1,351,99,312,116,305,64,351,290,302,56,57,3,58,0,3,3,2,12,372,0,619,719,0,Médio,1
1333,0,75,84,658,0,3,0,72,3,101,0,327,1,351,99,312,116,305,64,351,290,302,382,622,1,634,0,0,34,36,212,463,2,476,147,0,Médio,1
293,0,74,79,254,1,4,0,71,0,100,0,327,1,351,99,312,116,305,64,351,290,302,338,634,29,635,0,24,23,67,231,886,2,642,152,0,Médio,1
1564,0,91,97,247,0,3,0,87,81,13,0,327,1,351,99,312,116,305,64,351,290,302,234,282,2,290,0,0,6,10,58,292,0,445,485,0,Médio,1
1956,0,91,97,916,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,381,650,67,654,0,52,19,13,258,189,2,397,142,0,Médio,1
1500,0,114,130,1568,1,1,2,112,86,75,5,327,1,351,99,312,116,305,64,351,290,302,236,337,16,344,0,8,2,16,52,776,0,174,441,0,Médio,1
267,0,66,71,355,2,3,0,63,0,90,0,327,1,351,99,312,116,305,64,351,290,302,411,718,0,726,0,0,33,80,263,840,1,655,55,0,Médio,1
1543,0,91,97,257,1,3,0,87,45,62,0,327,1,351,99,312,116,305,64,351,290,302,215,297,1,309,0,0,7,10,81,234,0,509,467,0,Médio,1
1636,0,91,97,224,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,201,291,0,304,0,0,7,10,88,232,1,581,472,0,Médio,1
1901,0,91,97,797,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,374,597,26,606,0,20,21,10,212,117,1,566,181,0,Médio,1
1309,0,91,97,827,1,3,0,87,40,69,0,327,1,351,99,312,116,305,64,351,290,302,320,473,15,482,0,0,8,29,113,233,0,795,302,0,Médio,1
1077,0,91,97,222,0,4,0,87,90,1,0,327,1,351,99,312,116,305,64,351,290,302,280,443,11,451,0,0,7,22,90,126,0,930,339,0,Médio,1
1586,1,202,155,1003,1,3,0,195,0,229,0,148,1,351,99,312,116,305,64,351,290,302,129,166,0,173,0,0,2,7,23,828,0,693,603,0,Médio,1
921,0,137,97,627,2,3,0,123,0,162,0,327,1,351,99,312,116,305,64,351,290,302,188,242,0,252,0,0,5,5,45,302,1,178,524,0,Médio,1
1040,0,98,107,475,2,4,0,94,10,124,5,327,1,351,99,312,116,305,64,351,290,302,483,747,0,759,0,0,47,83,287,453,2,599,21,0,Médio,1
1635,0,91,97,338,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,263,359,0,372,0,0,10,12,76,266,1,684,408,0,Médio,1
1450,0,94,97,1221,1,3,0,89,0,126,0,327,1,351,99,312,116,305,64,351,290,302,413,732,0,739,0,0,35,32,292,393,1,481,42,0,Médio,1
1192,0,91,97,1001,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,409,723,7,730,0,6,31,42,273,536,1,747,51,0,Médio,1
1639,1,189,142,267,2,3,0,182,0,216,0,194,1,351,99,312,116,305,64,351,290,302,165,224,0,233,0,0,5,7,53,523,0,629,542,0,Médio,1
1529,1,8,1,699,0,4,0,8,10,6,0,207,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Médio,1
482,0,58,63,383,1,3,0,55,0,78,0,327,1,351,99,312,116,305,64,351,290,302,441,619,0,630,0,0,19,34,163,389,2,333,150,0,Médio,1
1790,0,91,97,356,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,235,289,0,298,0,0,8,9,43,268,1,730,482,0,Médio,1
429,0,90,96,300,1,2,0,86,0,122,0,327,1,351,99,312,116,305,64,351,290,302,374,673,12,682,0,10,21,72,233,853,2,641,102,0,Médio,1
1785,0,90,97,1048,1,5,0,86,0,123,0,327,1,351,99,312,116,305,64,351,290,302,472,752,74,759,0,58,27,95,288,722,1,565,25,0,Médio,1
1444,0,91,97,840,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,212,406,7,417,0,7,3,12,118,836,1,120,370,0,Médio,1
1967,0,91,97,1051,1,2,0,87,68,68,0,327,1,351,99,312,116,305,64,351,290,302,210,315,0,330,0,0,5,10,78,825,0,168,448,0,Médio,1
1869,0,91,97,189,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,363,611,26,620,0,21,14,53,188,748,1,290,163,0,Médio,1
1494,0,122,100,1199,1,5,0,113,0,152,0,319,1,351,99,312,116,305,64,351,290,302,116,189,18,188,0,18,3,6,42,108,0,738,601,0,Médio,1
216,0,91,97,506,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,205,350,0,368,0,0,7,17,100,604,1,126,412,0,Médio,1
1512,0,90,97,825,1,2,0,86,0,123,0,327,1,351,99,312,116,305,64,351,290,302,458,721,0,728,0,0,40,78,254,753,1,837,53,0,Médio,1
1822,0,91,97,163,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,222,255,0,266,0,0,6,10,55,344,1,577,509,0,Médio,1
871,0,166,130,599,2,4,0,158,0,195,0,221,1,351,99,312,116,305,64,351,290,302,121,207,0,215,0,0,1,10,64,900,1,411,561,0,Médio,1
1704,0,91,97,1600,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,437,608,0,622,0,0,17,28,149,258,1,378,157,0,Médio,1
535,0,85,90,587,2,4,0,81,0,114,0,327,0,305,88,271,101,265,55,305,252,263,187,407,0,419,0,0,2,21,134,889,0,233,363,0,Médio,1
794,0,91,97,793,1,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,209,444,35,445,0,35,8,15,189,859,1,663,346,0,Médio,1
1025,0,91,97,1710,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,309,553,0,565,0,0,13,17,218,195,1,340,215,0,Médio,1
